Airline,Source,Destination,Total_Stops,Price,day_of_Journey,month_of_Journey,year_of_Journey,Total_duration_in_minutes,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute
Multiple carriers,Delhi,Cochin,1.0,7155.0,27.0,6.0,2019.0,520.0,10.0,35.0,19.0,15.0
Multiple carriers,Delhi,Cochin,1.0,6795.0,27.0,5.0,2019.0,465.0,17.0,45.0,1.0,30.0
Jet Airways,Delhi,Cochin,1.0,12898.0,27.0,5.0,2019.0,1225.0,8.0,0.0,4.0,25.0
IndiGo,Banglore,Delhi,0.0,4423.0,24.0,4.0,2019.0,170.0,13.0,0.0,15.0,50.0
GoAir,Delhi,Cochin,1.0,7031.0,21.0,4.0,2019.0,540.0,10.0,35.0,19.0,35.0
Jet Airways,Kolkata,Banglore,1.0,13759.0,24.0,3.0,2019.0,1335.0,6.0,30.0,4.0,45.0
Multiple carriers,Delhi,Cochin,1.0,13377.0,27.0,5.0,2019.0,570.0,16.0,0.0,1.0,30.0
Air India,Mumbai,Hyderabad,2.0,11972.0,6.0,3.0,2019.0,150.0,17.0,20.0,14.0,50.0
Jet Airways,Delhi,Cochin,1.0,6017.0,27.0,3.0,2019.0,1015.0,11.0,30.0,4.0,25.0
Air Asia,Kolkata,Banglore,0.0,5645.0,18.0,5.0,2019.0,155.0,10.0,20.0,12.0,55.0
IndiGo,Delhi,Cochin,1.0,6893.0,21.0,3.0,2019.0,300.0,5.0,5.0,10.0,5.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,27.0,4.0,2019.0,140.0,22.0,20.0,0.0,40.0
Jet Airways,Mumbai,Hyderabad,0.0,3210.0,15.0,5.0,2019.0,85.0,2.0,55.0,4.0,20.0
Jet Airways,Kolkata,Banglore,1.0,13339.0,24.0,3.0,2019.0,965.0,6.0,30.0,22.0,35.0
IndiGo,Banglore,Delhi,0.0,4423.0,15.0,4.0,2019.0,170.0,10.0,10.0,13.0,0.0
Jet Airways,Mumbai,Hyderabad,0.0,4050.0,1.0,6.0,2019.0,90.0,10.0,20.0,11.0,50.0
Air India,Mumbai,Hyderabad,0.0,3100.0,9.0,5.0,2019.0,75.0,19.0,30.0,20.0,45.0
IndiGo,Delhi,Cochin,1.0,6101.0,21.0,3.0,2019.0,355.0,7.0,45.0,13.0,40.0
Jet Airways,Delhi,Cochin,2.0,13029.0,21.0,5.0,2019.0,1125.0,9.0,40.0,4.0,25.0
IndiGo,Kolkata,Banglore,0.0,4804.0,18.0,6.0,2019.0,150.0,14.0,25.0,16.0,55.0
SpiceJet,Mumbai,Hyderabad,0.0,2017.0,3.0,4.0,2019.0,90.0,5.0,45.0,7.0,15.0
Jet Airways,Delhi,Cochin,2.0,13014.0,6.0,6.0,2019.0,1125.0,9.0,40.0,4.0,25.0
Multiple carriers,Delhi,Cochin,1.0,13727.0,15.0,5.0,2019.0,690.0,14.0,0.0,1.0,30.0
Air India,Delhi,Cochin,1.0,9929.0,24.0,5.0,2019.0,735.0,7.0,0.0,19.0,15.0
Air India,Kolkata,Banglore,2.0,7893.0,1.0,4.0,2019.0,1530.0,16.0,50.0,18.0,20.0
Air India,Delhi,Cochin,2.0,11185.0,9.0,6.0,2019.0,1580.0,7.0,5.0,9.0,25.0
Air India,Kolkata,Banglore,1.0,10413.0,9.0,6.0,2019.0,805.0,7.0,0.0,20.0,25.0
Jet Airways,Kolkata,Banglore,1.0,12121.0,1.0,4.0,2019.0,1540.0,20.0,25.0,22.0,5.0
IndiGo,Banglore,Delhi,0.0,3943.0,12.0,6.0,2019.0,170.0,4.0,0.0,6.0,50.0
Multiple carriers,Delhi,Cochin,1.0,7845.0,27.0,3.0,2019.0,395.0,19.0,0.0,1.0,35.0
Jet Airways,Delhi,Cochin,1.0,12373.0,9.0,5.0,2019.0,1295.0,15.0,0.0,12.0,35.0
GoAir,Delhi,Cochin,1.0,4106.0,3.0,4.0,2019.0,370.0,7.0,25.0,13.0,35.0
Vistara,Banglore,Delhi,0.0,9918.0,9.0,3.0,2019.0,160.0,11.0,30.0,14.0,10.0
Air India,Delhi,Cochin,2.0,12199.0,9.0,6.0,2019.0,865.0,17.0,15.0,7.0,40.0
Jet Airways,Mumbai,Hyderabad,0.0,4995.0,15.0,5.0,2019.0,90.0,10.0,20.0,11.0,50.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,6.0,6.0,2019.0,1595.0,20.0,0.0,22.0,35.0
Vistara,Banglore,Delhi,0.0,8028.0,3.0,3.0,2019.0,160.0,11.0,30.0,14.0,10.0
Multiple carriers,Delhi,Cochin,1.0,9001.0,3.0,6.0,2019.0,385.0,12.0,50.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14231.0,24.0,3.0,2019.0,1695.0,13.0,55.0,18.0,10.0
Air India,Delhi,Cochin,2.0,13591.0,15.0,6.0,2019.0,1490.0,6.0,50.0,7.0,40.0
Jet Airways,Kolkata,Banglore,1.0,10031.0,24.0,3.0,2019.0,540.0,19.0,45.0,4.0,45.0
Jet Airways,Banglore,Delhi,0.0,7229.0,21.0,5.0,2019.0,180.0,19.0,50.0,22.0,50.0
IndiGo,Kolkata,Banglore,0.0,4804.0,6.0,6.0,2019.0,155.0,17.0,15.0,19.0,50.0
Air India,Kolkata,Banglore,2.0,11853.0,24.0,3.0,2019.0,955.0,9.0,25.0,1.0,20.0
Air India,Delhi,Cochin,2.0,11307.0,18.0,5.0,2019.0,1210.0,13.0,15.0,9.0,25.0
Air India,Delhi,Cochin,0.0,5201.0,24.0,6.0,2019.0,185.0,18.0,5.0,21.0,10.0
Air India,Delhi,Cochin,2.0,11596.0,6.0,6.0,2019.0,1395.0,20.0,0.0,19.0,15.0
Multiple carriers,Delhi,Cochin,1.0,8266.0,15.0,5.0,2019.0,630.0,8.0,45.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,13376.0,12.0,6.0,2019.0,1300.0,6.0,45.0,4.0,25.0
Air India,Banglore,Delhi,0.0,6961.0,9.0,6.0,2019.0,165.0,6.0,10.0,8.0,55.0
Air India,Kolkata,Banglore,2.0,12592.0,9.0,5.0,2019.0,1700.0,9.0,25.0,13.0,45.0
IndiGo,Mumbai,Hyderabad,0.0,4049.0,6.0,6.0,2019.0,90.0,9.0,15.0,10.0,45.0
Air India,Delhi,Cochin,1.0,9719.0,27.0,5.0,2019.0,375.0,13.0,0.0,19.0,15.0
IndiGo,Delhi,Cochin,1.0,14871.0,3.0,3.0,2019.0,575.0,16.0,0.0,1.0,35.0
Air Asia,Kolkata,Banglore,0.0,4082.0,18.0,3.0,2019.0,150.0,22.0,50.0,1.0,20.0
Air India,Kolkata,Banglore,1.0,7893.0,1.0,4.0,2019.0,1540.0,16.0,50.0,18.0,30.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,1040.0,19.0,15.0,12.0,35.0
Jet Airways,Delhi,Cochin,2.0,15129.0,9.0,5.0,2019.0,1760.0,23.0,5.0,4.0,25.0
SpiceJet,Kolkata,Banglore,0.0,3873.0,18.0,6.0,2019.0,155.0,6.0,55.0,9.0,30.0
Multiple carriers,Delhi,Cochin,1.0,7670.0,9.0,5.0,2019.0,900.0,6.0,0.0,21.0,0.0
Air India,Delhi,Cochin,2.0,12646.0,6.0,3.0,2019.0,1410.0,19.0,45.0,19.0,15.0
IndiGo,Banglore,Delhi,0.0,4823.0,1.0,5.0,2019.0,175.0,7.0,10.0,10.0,5.0
Multiple carriers,Delhi,Cochin,1.0,12537.0,27.0,3.0,2019.0,720.0,9.0,0.0,21.0,0.0
Air India,Delhi,Cochin,2.0,10975.0,18.0,5.0,2019.0,1580.0,7.0,5.0,9.0,25.0
Air Asia,Banglore,Delhi,0.0,4483.0,21.0,4.0,2019.0,170.0,23.0,55.0,2.0,45.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,9.0,5.0,2019.0,960.0,20.0,0.0,12.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7408.0,15.0,6.0,2019.0,390.0,19.0,0.0,1.0,30.0
IndiGo,Banglore,Delhi,0.0,8855.0,3.0,3.0,2019.0,170.0,16.0,55.0,19.0,45.0
Jet Airways,Banglore,Delhi,0.0,8016.0,18.0,6.0,2019.0,180.0,8.0,20.0,11.0,20.0
Multiple carriers,Delhi,Cochin,1.0,17057.0,3.0,3.0,2019.0,485.0,17.0,30.0,1.0,35.0
IndiGo,Banglore,Delhi,0.0,3943.0,1.0,6.0,2019.0,170.0,4.0,0.0,6.0,50.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,1.0,4.0,2019.0,140.0,22.0,20.0,0.0,40.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,18.0,5.0,2019.0,475.0,8.0,25.0,16.0,20.0
Air India,Delhi,Cochin,2.0,10493.0,9.0,6.0,2019.0,1545.0,5.0,55.0,7.0,40.0
Multiple carriers,Delhi,Cochin,1.0,12616.0,9.0,3.0,2019.0,490.0,17.0,25.0,1.0,35.0
Jet Airways,Kolkata,Banglore,1.0,14571.0,6.0,6.0,2019.0,775.0,21.0,10.0,10.0,5.0
Jet Airways,Delhi,Cochin,1.0,17234.0,3.0,3.0,2019.0,745.0,16.0,0.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,7064.0,1.0,4.0,2019.0,800.0,6.0,30.0,19.0,50.0
Multiple carriers,Delhi,Cochin,1.0,9103.0,9.0,5.0,2019.0,455.0,11.0,25.0,19.0,0.0
Air India,Delhi,Cochin,1.0,7480.0,15.0,5.0,2019.0,1255.0,12.0,30.0,9.0,25.0
IndiGo,Kolkata,Banglore,1.0,5380.0,9.0,6.0,2019.0,315.0,15.0,15.0,20.0,30.0
Air Asia,Banglore,Delhi,0.0,4483.0,3.0,4.0,2019.0,170.0,23.0,55.0,2.0,45.0
Jet Airways,Kolkata,Banglore,1.0,14571.0,9.0,6.0,2019.0,740.0,8.0,25.0,20.0,45.0
Air India,Kolkata,Banglore,2.0,15107.0,24.0,5.0,2019.0,1165.0,10.0,0.0,5.0,25.0
Air India,Kolkata,Banglore,2.0,14960.0,1.0,5.0,2019.0,1185.0,16.0,45.0,12.0,30.0
Jet Airways,Delhi,Cochin,2.0,10368.0,12.0,6.0,2019.0,1025.0,19.0,30.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,21.0,5.0,2019.0,345.0,14.0,5.0,19.0,50.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,12.0,5.0,2019.0,1430.0,16.0,30.0,16.0,20.0
Jet Airways,Kolkata,Banglore,1.0,14571.0,6.0,6.0,2019.0,425.0,16.0,30.0,23.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,15.0,5.0,2019.0,1575.0,14.0,5.0,16.0,20.0
IndiGo,Kolkata,Banglore,0.0,4174.0,12.0,4.0,2019.0,155.0,22.0,15.0,0.0,50.0
Vistara,Kolkata,Banglore,1.0,8610.0,6.0,5.0,2019.0,1640.0,17.0,0.0,20.0,20.0
IndiGo,Delhi,Cochin,1.0,6442.0,15.0,6.0,2019.0,515.0,7.0,35.0,16.0,10.0
Multiple carriers,Delhi,Cochin,1.0,7575.0,9.0,5.0,2019.0,860.0,4.0,55.0,19.0,15.0
IndiGo,Delhi,Cochin,1.0,7514.0,6.0,3.0,2019.0,825.0,8.0,35.0,22.0,20.0
Multiple carriers,Delhi,Cochin,1.0,9385.0,18.0,5.0,2019.0,750.0,13.0,0.0,1.0,30.0
Vistara,Kolkata,Banglore,1.0,9345.0,6.0,6.0,2019.0,1625.0,20.0,20.0,23.0,25.0
Jet Airways,Banglore,Delhi,1.0,7832.0,9.0,3.0,2019.0,615.0,21.0,25.0,7.0,40.0
Jet Airways,Banglore,Delhi,1.0,13555.0,18.0,3.0,2019.0,920.0,16.0,55.0,8.0,15.0
Vistara,Banglore,Delhi,1.0,10008.0,9.0,3.0,2019.0,1665.0,6.0,40.0,10.0,25.0
Jet Airways,Banglore,Delhi,1.0,7280.0,15.0,3.0,2019.0,370.0,9.0,45.0,15.0,55.0
Jet Airways,Delhi,Cochin,1.0,10262.0,15.0,6.0,2019.0,660.0,8.0,0.0,19.0,0.0
SpiceJet,Banglore,Delhi,0.0,3625.0,1.0,4.0,2019.0,175.0,21.0,10.0,0.0,5.0
Air India,Banglore,Delhi,1.0,14752.0,1.0,3.0,2019.0,1200.0,0.0,30.0,20.0,30.0
IndiGo,Banglore,Delhi,1.0,13292.0,3.0,3.0,2019.0,300.0,19.0,35.0,0.0,35.0
IndiGo,Chennai,Kolkata,0.0,5277.0,6.0,6.0,2019.0,140.0,22.0,5.0,0.0,25.0
IndiGo,Banglore,Delhi,0.0,4284.0,12.0,5.0,2019.0,170.0,22.0,10.0,1.0,0.0
Multiple carriers,Delhi,Cochin,1.0,9103.0,9.0,5.0,2019.0,845.0,4.0,55.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,10262.0,6.0,6.0,2019.0,360.0,13.0,0.0,19.0,0.0
Jet Airways,Delhi,Cochin,1.0,15554.0,9.0,3.0,2019.0,455.0,20.0,50.0,4.0,25.0
Multiple carriers,Delhi,Cochin,1.0,15147.0,6.0,3.0,2019.0,765.0,12.0,50.0,1.0,35.0
IndiGo,Kolkata,Banglore,0.0,5644.0,1.0,5.0,2019.0,155.0,11.0,30.0,14.0,5.0
Air India,Banglore,Delhi,1.0,8425.0,9.0,3.0,2019.0,920.0,22.0,0.0,13.0,20.0
IndiGo,Delhi,Cochin,1.0,8574.0,27.0,3.0,2019.0,420.0,18.0,35.0,1.0,35.0
Jet Airways,Delhi,Cochin,2.0,14237.0,9.0,6.0,2019.0,600.0,18.0,25.0,4.0,25.0
Jet Airways,Mumbai,Hyderabad,0.0,9536.0,6.0,3.0,2019.0,85.0,7.0,10.0,8.0,35.0
Air India,Chennai,Kolkata,0.0,3670.0,21.0,3.0,2019.0,135.0,11.0,40.0,13.0,55.0
Vistara,Banglore,Delhi,0.0,4878.0,15.0,5.0,2019.0,165.0,19.0,30.0,22.0,15.0
IndiGo,Delhi,Cochin,1.0,6573.0,9.0,4.0,2019.0,415.0,18.0,35.0,1.0,30.0
Air India,Delhi,Cochin,2.0,10493.0,21.0,5.0,2019.0,2240.0,5.0,55.0,19.0,15.0
IndiGo,Mumbai,Hyderabad,0.0,2227.0,24.0,6.0,2019.0,90.0,21.0,20.0,22.0,50.0
Jet Airways,Banglore,Delhi,0.0,8016.0,1.0,6.0,2019.0,180.0,8.0,20.0,11.0,20.0
Jet Airways,Delhi,Cochin,1.0,14714.0,1.0,6.0,2019.0,655.0,17.0,30.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,18.0,5.0,2019.0,1485.0,20.0,0.0,20.0,45.0
IndiGo,Kolkata,Banglore,0.0,4804.0,9.0,5.0,2019.0,155.0,22.0,15.0,0.0,50.0
IndiGo,Kolkata,Banglore,1.0,4864.0,6.0,5.0,2019.0,330.0,7.0,10.0,12.0,40.0
SpiceJet,Chennai,Kolkata,0.0,3859.0,9.0,5.0,2019.0,135.0,8.0,20.0,10.0,35.0
Jet Airways,Kolkata,Banglore,1.0,8529.0,12.0,6.0,2019.0,1695.0,16.0,30.0,20.0,45.0
IndiGo,Mumbai,Hyderabad,0.0,2437.0,24.0,5.0,2019.0,90.0,21.0,20.0,22.0,50.0
Jet Airways,Banglore,Delhi,0.0,7229.0,27.0,4.0,2019.0,175.0,11.0,10.0,14.0,5.0
SpiceJet,Delhi,Cochin,1.0,4760.0,24.0,6.0,2019.0,270.0,8.0,45.0,13.0,15.0
GoAir,Kolkata,Banglore,0.0,3514.0,15.0,6.0,2019.0,155.0,15.0,20.0,17.0,55.0
Jet Airways,Kolkata,Banglore,1.0,11467.0,1.0,4.0,2019.0,870.0,20.0,25.0,10.0,55.0
Multiple carriers,Delhi,Cochin,1.0,12192.0,12.0,6.0,2019.0,525.0,3.0,50.0,12.0,35.0
Multiple carriers,Delhi,Cochin,1.0,13587.0,27.0,6.0,2019.0,780.0,8.0,0.0,21.0,0.0
Multiple carriers,Delhi,Cochin,1.0,13377.0,24.0,6.0,2019.0,630.0,15.0,0.0,1.0,30.0
Vistara,Banglore,Delhi,0.0,4878.0,21.0,3.0,2019.0,175.0,21.0,10.0,0.0,5.0
Jet Airways,Banglore,Delhi,0.0,7229.0,1.0,6.0,2019.0,165.0,6.0,0.0,8.0,45.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,9.0,5.0,2019.0,800.0,6.0,30.0,19.0,50.0
Jet Airways,Banglore,Delhi,1.0,19225.0,6.0,3.0,2019.0,280.0,5.0,45.0,10.0,25.0
Air India,Delhi,Cochin,2.0,10467.0,1.0,6.0,2019.0,1210.0,13.0,15.0,9.0,25.0
Jet Airways,Banglore,Delhi,1.0,17261.0,6.0,3.0,2019.0,840.0,21.0,25.0,11.0,25.0
IndiGo,Delhi,Cochin,1.0,5684.0,27.0,6.0,2019.0,480.0,17.0,30.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,13759.0,24.0,3.0,2019.0,1610.0,19.0,45.0,22.0,35.0
Air India,Delhi,Cochin,1.0,14777.0,6.0,3.0,2019.0,520.0,23.0,0.0,7.0,40.0
GoAir,Delhi,Cochin,1.0,6195.0,24.0,4.0,2019.0,355.0,7.0,0.0,12.0,55.0
Multiple carriers,Delhi,Cochin,1.0,8266.0,9.0,5.0,2019.0,535.0,10.0,20.0,19.0,15.0
IndiGo,Banglore,Delhi,0.0,4777.0,9.0,3.0,2019.0,170.0,4.0,0.0,6.0,50.0
Multiple carriers,Delhi,Cochin,1.0,13377.0,27.0,6.0,2019.0,570.0,16.0,0.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,13067.0,18.0,5.0,2019.0,1285.0,17.0,0.0,14.0,25.0
Jet Airways,Kolkata,Banglore,1.0,13994.0,9.0,6.0,2019.0,505.0,9.0,35.0,18.0,0.0
IndiGo,Mumbai,Hyderabad,0.0,3175.0,15.0,5.0,2019.0,90.0,16.0,55.0,18.0,25.0
SpiceJet,Banglore,Delhi,0.0,3971.0,21.0,6.0,2019.0,160.0,5.0,55.0,8.0,35.0
Air India,Kolkata,Banglore,2.0,12093.0,18.0,5.0,2019.0,875.0,5.0,50.0,20.0,25.0
Multiple carriers,Delhi,Cochin,1.0,11622.0,24.0,6.0,2019.0,585.0,9.0,15.0,19.0,0.0
Jet Airways,Kolkata,Banglore,1.0,7064.0,1.0,4.0,2019.0,1610.0,6.0,30.0,9.0,20.0
Jet Airways,Delhi,Cochin,1.0,10262.0,24.0,6.0,2019.0,1235.0,16.0,0.0,12.0,35.0
IndiGo,Mumbai,Hyderabad,0.0,2754.0,6.0,5.0,2019.0,90.0,12.0,0.0,13.0,30.0
Air India,Delhi,Cochin,2.0,14667.0,1.0,6.0,2019.0,865.0,17.0,15.0,7.0,40.0
Jet Airways,Kolkata,Banglore,1.0,12681.0,1.0,4.0,2019.0,800.0,6.0,30.0,19.0,50.0
IndiGo,Banglore,Delhi,0.0,4823.0,21.0,4.0,2019.0,170.0,20.0,0.0,22.0,50.0
IndiGo,Delhi,Cochin,1.0,7514.0,3.0,6.0,2019.0,940.0,6.0,50.0,22.0,30.0
Air India,Kolkata,Banglore,2.0,11522.0,24.0,3.0,2019.0,1975.0,5.0,40.0,14.0,35.0
Air India,Delhi,Cochin,1.0,8425.0,27.0,5.0,2019.0,1535.0,5.0,15.0,6.0,50.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,21.0,5.0,2019.0,1685.0,17.0,0.0,21.0,5.0
IndiGo,Kolkata,Banglore,1.0,11465.0,9.0,6.0,2019.0,295.0,9.0,20.0,14.0,15.0
IndiGo,Banglore,Delhi,0.0,4423.0,15.0,4.0,2019.0,165.0,6.0,5.0,8.0,50.0
IndiGo,Delhi,Cochin,1.0,14871.0,6.0,3.0,2019.0,425.0,8.0,25.0,15.0,30.0
IndiGo,Delhi,Cochin,1.0,6386.0,12.0,6.0,2019.0,345.0,2.0,0.0,7.0,45.0
SpiceJet,Banglore,Delhi,0.0,7110.0,9.0,3.0,2019.0,170.0,5.0,45.0,8.0,35.0
Air India,Banglore,Delhi,1.0,14594.0,1.0,3.0,2019.0,1265.0,11.0,50.0,8.0,55.0
Multiple carriers,Delhi,Cochin,1.0,9254.0,27.0,5.0,2019.0,465.0,11.0,30.0,19.0,15.0
Air India,Kolkata,Banglore,0.0,5510.0,27.0,6.0,2019.0,150.0,14.0,15.0,16.0,45.0
Jet Airways,Kolkata,Banglore,1.0,13044.0,12.0,6.0,2019.0,1090.0,14.0,5.0,8.0,15.0
IndiGo,Delhi,Cochin,1.0,12351.0,9.0,3.0,2019.0,420.0,18.0,35.0,1.0,35.0
Air India,Delhi,Cochin,2.0,13039.0,15.0,5.0,2019.0,1560.0,17.0,15.0,19.0,15.0
Multiple carriers,Delhi,Cochin,1.0,8323.0,9.0,4.0,2019.0,440.0,6.0,0.0,13.0,20.0
Multiple carriers,Delhi,Cochin,1.0,10529.0,15.0,5.0,2019.0,690.0,7.0,30.0,19.0,0.0
SpiceJet,Banglore,Delhi,0.0,4319.0,27.0,4.0,2019.0,160.0,5.0,55.0,8.0,35.0
Jet Airways,Kolkata,Banglore,1.0,13067.0,21.0,5.0,2019.0,1005.0,17.0,0.0,9.0,45.0
IndiGo,Chennai,Kolkata,0.0,6297.0,15.0,3.0,2019.0,135.0,13.0,20.0,15.0,35.0
Jet Airways,Banglore,Delhi,1.0,17261.0,6.0,3.0,2019.0,1050.0,16.0,55.0,10.0,25.0
GoAir,Banglore,Delhi,0.0,3898.0,1.0,6.0,2019.0,165.0,20.0,55.0,23.0,40.0
Air India,Banglore,Delhi,0.0,6121.0,9.0,5.0,2019.0,170.0,21.0,5.0,23.0,55.0
Jet Airways,Banglore,Delhi,1.0,7832.0,21.0,3.0,2019.0,625.0,5.0,45.0,16.0,10.0
IndiGo,Kolkata,Banglore,0.0,4804.0,6.0,6.0,2019.0,155.0,22.0,15.0,0.0,50.0
IndiGo,Banglore,Delhi,0.0,3419.0,18.0,6.0,2019.0,165.0,1.0,30.0,4.0,15.0
Air India,Kolkata,Banglore,2.0,12718.0,24.0,5.0,2019.0,955.0,9.0,25.0,1.0,20.0
Multiple carriers,Delhi,Cochin,1.0,7408.0,27.0,6.0,2019.0,660.0,10.0,0.0,21.0,0.0
IndiGo,Delhi,Cochin,1.0,7006.0,21.0,5.0,2019.0,415.0,18.0,35.0,1.0,30.0
Vistara,Banglore,Delhi,0.0,7398.0,9.0,3.0,2019.0,160.0,7.0,0.0,9.0,40.0
Air India,Delhi,Cochin,2.0,9653.0,6.0,6.0,2019.0,1595.0,16.0,40.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,10539.0,6.0,6.0,2019.0,1080.0,20.0,25.0,14.0,25.0
Air India,Kolkata,Banglore,0.0,4880.0,21.0,4.0,2019.0,155.0,20.0,45.0,23.0,20.0
Jet Airways,Delhi,Cochin,1.0,10262.0,1.0,6.0,2019.0,1355.0,14.0,0.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,24.0,5.0,2019.0,1575.0,14.0,5.0,16.0,20.0
Air Asia,Kolkata,Banglore,0.0,3782.0,27.0,3.0,2019.0,150.0,19.0,35.0,22.0,5.0
Multiple carriers,Delhi,Cochin,1.0,7845.0,27.0,3.0,2019.0,570.0,6.0,0.0,15.0,30.0
Jet Airways,Mumbai,Hyderabad,0.0,4995.0,18.0,6.0,2019.0,90.0,10.0,20.0,11.0,50.0
Jet Airways,Delhi,Cochin,2.0,13014.0,12.0,6.0,2019.0,1125.0,9.0,40.0,4.0,25.0
Air India,Kolkata,Banglore,2.0,14960.0,21.0,5.0,2019.0,970.0,16.0,45.0,8.0,55.0
Jet Airways,Banglore,Delhi,0.0,7229.0,9.0,6.0,2019.0,175.0,15.0,15.0,18.0,10.0
Jet Airways,Banglore,Delhi,0.0,7229.0,6.0,5.0,2019.0,180.0,17.0,45.0,20.0,45.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,9.0,6.0,2019.0,1550.0,18.0,55.0,20.0,45.0
IndiGo,Banglore,Delhi,0.0,4823.0,27.0,6.0,2019.0,180.0,16.0,55.0,19.0,55.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,1.0,5.0,2019.0,155.0,6.0,55.0,9.0,30.0
Multiple carriers,Delhi,Cochin,1.0,12327.0,27.0,3.0,2019.0,665.0,2.0,15.0,13.0,20.0
GoAir,Banglore,Delhi,0.0,3898.0,1.0,5.0,2019.0,165.0,20.0,55.0,23.0,40.0
Jet Airways,Kolkata,Banglore,1.0,12121.0,24.0,5.0,2019.0,1730.0,9.0,35.0,14.0,25.0
Air India,Banglore,Delhi,2.0,9586.0,9.0,3.0,2019.0,655.0,10.0,30.0,21.0,25.0
Air India,Kolkata,Banglore,2.0,12723.0,24.0,5.0,2019.0,1045.0,5.0,50.0,23.0,15.0
IndiGo,Delhi,Cochin,1.0,11600.0,3.0,3.0,2019.0,940.0,6.0,40.0,22.0,20.0
Air India,Mumbai,Hyderabad,0.0,3100.0,24.0,6.0,2019.0,80.0,21.0,5.0,22.0,25.0
IndiGo,Delhi,Cochin,1.0,6442.0,3.0,6.0,2019.0,835.0,8.0,35.0,22.0,30.0
Jet Airways,Delhi,Cochin,1.0,16289.0,9.0,3.0,2019.0,1385.0,19.0,45.0,18.0,50.0
SpiceJet,Kolkata,Banglore,0.0,3815.0,27.0,3.0,2019.0,140.0,22.0,20.0,0.0,40.0
Air Asia,Kolkata,Banglore,0.0,4409.0,15.0,5.0,2019.0,155.0,10.0,20.0,12.0,55.0
Multiple carriers,Delhi,Cochin,1.0,9646.0,1.0,6.0,2019.0,385.0,9.0,45.0,16.0,10.0
Jet Airways,Banglore,Delhi,1.0,13817.0,12.0,3.0,2019.0,1070.0,16.0,55.0,10.0,45.0
SpiceJet,Mumbai,Hyderabad,0.0,1965.0,9.0,5.0,2019.0,90.0,22.0,45.0,0.0,15.0
SpiceJet,Mumbai,Hyderabad,0.0,1965.0,6.0,5.0,2019.0,90.0,5.0,45.0,7.0,15.0
Air India,Delhi,Cochin,0.0,5674.0,21.0,3.0,2019.0,180.0,14.0,10.0,17.0,10.0
Air India,Kolkata,Banglore,0.0,5510.0,24.0,6.0,2019.0,150.0,14.0,15.0,16.0,45.0
Air India,Delhi,Cochin,2.0,10975.0,21.0,5.0,2019.0,1420.0,9.0,45.0,9.0,25.0
Jet Airways,Banglore,Delhi,1.0,13817.0,12.0,3.0,2019.0,900.0,21.0,25.0,12.0,25.0
Jet Airways,Delhi,Cochin,2.0,14861.0,9.0,3.0,2019.0,1365.0,5.0,40.0,4.0,25.0
Air Asia,Delhi,Cochin,1.0,7452.0,21.0,4.0,2019.0,330.0,7.0,55.0,13.0,25.0
Jet Airways,Kolkata,Banglore,1.0,14231.0,24.0,3.0,2019.0,570.0,13.0,55.0,23.0,25.0
Multiple carriers,Delhi,Cochin,1.0,14973.0,3.0,3.0,2019.0,450.0,4.0,0.0,11.0,30.0
Air India,Delhi,Cochin,1.0,8669.0,15.0,5.0,2019.0,925.0,3.0,50.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,1.0,5.0,2019.0,665.0,21.0,10.0,8.0,15.0
Jet Airways,Banglore,Delhi,0.0,4030.0,1.0,5.0,2019.0,165.0,6.0,0.0,8.0,45.0
Jet Airways,Kolkata,Banglore,1.0,8586.0,24.0,5.0,2019.0,875.0,14.0,5.0,4.0,40.0
SpiceJet,Mumbai,Hyderabad,0.0,2175.0,12.0,5.0,2019.0,90.0,13.0,15.0,14.0,45.0
SpiceJet,Banglore,Delhi,0.0,4885.0,27.0,4.0,2019.0,170.0,9.0,30.0,12.0,20.0
